Molecule ChEMBL ID,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Smiles
CHEMBL5429210,400.44,4.09,0.0,IC50,'=',393.0,nM,6.41,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NCCO)c23)c1
CHEMBL5434109,414.47,4.48,0.0,IC50,'=',387.0,nM,6.41,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NCCCO)c23)c1
CHEMBL5429838,425.49,5.43,1.0,IC50,'=',235.0,nM,6.63,C=CC(=O)Nc1cccc(-c2c(-c3ccncc3)oc3ncnc(NC4CCCC4)c23)c1
CHEMBL5432716,509.61,5.87,2.0,IC50,'=',115.0,nM,6.94,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N1CCOCC1
CHEMBL5432017,370.41,4.72,0.0,IC50,'=',15.0,nM,7.82,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC)c23)c1
CHEMBL5427116,481.6,5.97,1.0,IC50,'=',124.0,nM,6.91,CN(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)c1
CHEMBL5431658,522.65,5.79,2.0,IC50,'=',61.0,nM,7.21,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N1CCN(C)CC1
CHEMBL5427961,496.62,5.25,1.0,IC50,'=',14.0,nM,7.85,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CC4)c23)ccc1N(C)CCN(C)C
CHEMBL271334,443.35,3.67,0.0,IC50,'=',1.905,nM,8.72,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCOCC1
CHEMBL271328,411.27,3.23,0.0,IC50,'=',2.344,nM,8.63,Brc1cccc(Nc2ncnc3cnc(NCCn4ccnc4)nc23)c1
CHEMBL539102,287.75,3.38,0.0,IC50,'=',120.23,nM,6.92,COc1ccc2ncnc(Nc3ccccc3)c2c1.Cl
CHEMBL5266823,479.61,3.96,0.0,IC50,'=',23.0,nM,7.64,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4cc(OC)c5c(C)csc5c4)nn32)CC1
CHEMBL3671478,543.4,4.57,1.0,IC50,'=',15.0,nM,7.82,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(N)=O)CC1
CHEMBL3671483,585.48,5.61,2.0,IC50,'=',36.0,nM,7.44,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)NCCC)CC1
CHEMBL3671484,585.48,4.58,1.0,IC50,'=',6.0,nM,8.22,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)CN(C)C)CC1
CHEMBL3233764,463.97,4.26,0.0,IC50,'=',542.0,nM,6.27,O=C(CN1CCC(CCO)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL5571542,502.55,5.88,2.0,IC50,'=',1442.0,nM,5.84,CCC(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccccc4)cc3F)ncnc2cc1OC
CHEMBL180415,590.51,7.19,2.0,IC50,'=',51.0,nM,7.29,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(Cl)cc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL5574303,580.62,6.85,2.0,IC50,'=',4832.0,nM,5.32,C/C=C/C(=O)Nc1cc2c(Oc3ccc(NC(=O)n4c(=O)c(-c5ccccc5)c(C)n4C)cc3F)cccc2cc1OC
CHEMBL5565435,582.63,7.07,2.0,IC50,'=',4213.0,nM,5.38,CCCC(=O)Nc1cc2c(Oc3ccc(NC(=O)n4c(=O)c(-c5ccccc5)c(C)n4C)cc3F)cccc2cc1OC
CHEMBL5593611,606.44,8.43,2.0,IC50,'=',6753.0,nM,5.17,C=CC(=O)Nc1cc2c(Oc3ccc(NC(=O)c4c(-c5c(Cl)cccc5Cl)noc4C)cc3F)cccc2cc1OC
CHEMBL5571590,518.52,5.79,2.0,IC50,'=',1072.0,nM,5.97,C=CC(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccc(F)cc4)cc3F)ncnc2cc1OC
CHEMBL3671475,542.41,5.04,2.0,IC50,'=',3.0,nM,8.52,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(C)=O)CC1
CHEMBL3671493,516.37,4.69,1.0,IC50,'=',10.0,nM,8.0,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCCNC(C)=O
CHEMBL3671495,524.3,4.16,1.0,IC50,'=',5.0,nM,8.3,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(F)F
CHEMBL5641539,524.63,3.73,1.0,IC50,'=',1531.0,nM,5.82,CN1CCN(c2ccc(Nc3nc(Nc4ccccc4N(C)S(C)(=O)=O)c4cc[nH]c4n3)cc2F)CC1
CHEMBL479800,451.91,7.07,1.0,IC50,'=',10.0,nM,8.0,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccco5)sc34)cc2Cl)c1
CHEMBL473437,508.02,6.86,2.0,IC50,'=',4.0,nM,8.4,CN(C)Cc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1
CHEMBL506414,467.98,7.53,1.0,IC50,'=',9.0,nM,8.05,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5cccs5)cc34)cc2Cl)c1
CHEMBL5631083,500.61,3.97,1.0,IC50,'=',26.0,nM,7.58,C=CC(=O)Nc1cc(Nc2nccc(-c3ccc4c(C)nccn34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4106607,452.52,4.05,0.0,IC50,'=',435.3,nM,6.36,CC#CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
CHEMBL3926657,506.57,4.47,1.0,IC50,'=',487.6,nM,6.31,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)/C=C/c2c[nH]cn2)C1
CHEMBL3921017,414.47,3.51,0.0,IC50,'=',28.22,nM,7.55,C=CC(=O)N(C)CCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21
CHEMBL3087195,538.66,3.71,1.0,IC50,'=',97.9,nM,7.01,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4cccc(N5CCN(C)CC5)c4)nc32)C1
CHEMBL4112924,558.01,3.78,1.0,IC50,'=',0.4,nM,9.4,CO[C@@H]1COC2C1OC[C@H]2Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL3357651,551.02,6.27,2.0,IC50,'=',9.5,nM,8.02,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C
CHEMBL233325,486.56,2.78,0.0,IC50,'=',26.0,nM,7.58,O[C@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1
CHEMBL391521,445.5,3.43,0.0,IC50,'=',110.0,nM,6.96,CN(CCO)Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12
CHEMBL4800533,514.61,4.83,1.0,IC50,'=',330.0,nM,6.48,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(Oc2ccc3ccc(=O)[nH]c3c2)c2sccc2n1
CHEMBL4294264,553.42,6.17,2.0,IC50,'=',1935.0,nM,5.71,COc1cc2ncnc(Nc3ccc(-c4cc(-c5ccc(Br)cc5)c(C#N)c(=N)[nH]4)cc3)c2cc1OC
CHEMBL3663935,576.75,2.65,1.0,IC50,'=',1.3,nM,8.89,C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1
CHEMBL4173696,547.7,4.61,1.0,IC50,'=',20.7,nM,7.68,C/C=C/c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OCCCN4CCOCC4)cc23)cc1
CHEMBL3740247,459.55,6.58,1.0,IC50,'=',9190.0,nM,5.04,CC(=O)c1nn(-c2ccc(C)cc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1
CHEMBL3740131,475.55,6.25,1.0,IC50,'=',3220.0,nM,5.49,CCOC(=O)c1nn(-c2ccccc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1
CHEMBL3741069,479.58,7.74,1.0,IC50,'=',2560.0,nM,5.59,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1C(=O)c1cn(-c2ccccc2)nc1-c1ccccc1
CHEMBL355982,306.19,4.2,0.0,IC50,'=',35.0,nM,7.46,Brc1cccc(Nc2ncnc3sccc23)c1
CHEMBL4176629,606.6,3.73,2.0,IC50,'=',60.0,nM,7.22,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])nc3cc4ccccc4cc3c2=O)cc1
CHEMBL4164936,619.94,5.88,2.0,IC50,'=',240.0,nM,6.62,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3cc(Cl)c(Cl)cc3Cl)nc3cc4ccccc4cc3c2=O)cc1
CHEMBL3957025,597.5,6.43,2.0,IC50,'=',17.0,nM,7.77,COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(Cl)cc4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
CHEMBL5810016,470.33,4.87,0.0,IC50,'=',650.0,nM,6.19,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2Br)c1
CHEMBL3922068,516.76,5.53,2.0,IC50,'=',100.0,nM,7.0,Nc1cc(Br)ccc1NC(=O)COc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
CHEMBL3924787,394.48,4.25,0.0,IC50,'=',100.0,nM,7.0,C[C@@H](Nc1ncnc2ccc(OCCCCCC(=O)NO)cc12)c1ccccc1
CHEMBL3914607,460.48,4.36,0.0,IC50,'=',100.0,nM,7.0,COc1cc2ncnc(NCc3ccc(F)c(F)c3)c2cc1OCCCCCCC(=O)NO
CHEMBL142898,328.41,4.42,0.0,IC50,'=',10000.0,nM,5.0,COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OC)cc1
CHEMBL3926558,404.47,3.59,0.0,IC50,'=',6.0,nM,8.22,C=CC(=O)N1CC(Oc2cc3c(N[C@H](C)c4ccccc4)ncnc3cc2OC)C1
CHEMBL3965391,460.87,4.48,0.0,IC50,'=',1.3,nM,8.89,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1
CHEMBL3904966,521.77,5.1,2.0,IC50,'=',8.0,nM,8.1,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(Br)c(Cl)c4F)ncnc3cc2OC)C1
CHEMBL3940089,502.95,5.65,2.0,IC50,'=',3.0,nM,8.52,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OCCC)CC1
CHEMBL3931223,640.72,5.64,2.0,IC50,'=',690.0,nM,6.16,COc1cc2c(Oc3ccc(NC(=O)c4cn(-c5ccccc5OC)cn4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1
CHEMBL5992872,655.17,6.44,2.0,IC50,'=',550.0,nM,6.26,N#Cc1cnc2cc(OC[C@H](O)CO)c(NC(=O)CC3CCSS3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1
CHEMBL5849328,655.17,6.44,2.0,IC50,'=',550.0,nM,6.26,N#Cc1cnc2cc(OC[C@@H](O)CO)c(NC(=O)C[C@H]3CCSS3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1
CHEMBL4227490,404.43,4.0,0.0,IC50,'=',192.0,nM,6.72,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccccc3OC)n2)c1
CHEMBL4225255,504.6,4.0,1.0,IC50,'=',1703.0,nM,5.77,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N(C)CCN(C)C)cc3OC)n2)c1
CHEMBL4228176,558.69,5.31,2.0,IC50,'=',1013.0,nM,5.99,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N(CC)CC)CC4)cc3OC)n2)c1
CHEMBL5741835,427.87,3.98,0.0,IC50,'=',0.8,nM,9.1,C=CC(=O)N1CC(Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC)C1
CHEMBL5859805,562.05,6.34,2.0,IC50,'=',36.7,nM,7.43,C=CC(=O)N1CCC(Nc2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3cc2OC)CC1
CHEMBL6008370,510.01,5.79,2.0,IC50,'=',0.39,nM,9.41,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCC1CC12CCN(C)CC2
CHEMBL5766497,537.62,4.86,1.0,IC50,'=',750.0,nM,6.12,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCC5CCCN5C)ccc34)n2)c1
CHEMBL5752500,515.02,5.08,2.0,IC50,'=',750.0,nM,6.12,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1C#CCN(C)C
CHEMBL5888021,597.72,5.39,2.0,IC50,'=',300.0,nM,6.52,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-n3ccc4ccccc43)n2)c(OC)cc1N(C)C[C@H]1CCCN1C
CHEMBL5752119,467.48,3.65,0.0,IC50,'=',25.6,nM,7.59,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1
CHEMBL5969564,510.35,4.64,1.0,IC50,'=',525.0,nM,6.28,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1CO[C@@H]2[C@@H](OC)CO[C@H]12
CHEMBL5904869,577.09,5.47,2.0,IC50,'=',10.2,nM,7.99,CCOCCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL5079081,576.55,5.2,2.0,IC50,'=',96.3,nM,7.02,C=C(Cl)C(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5938505,429.4,5.12,1.0,IC50,'=',5500.0,nM,5.26,C=CC(=O)Nc1ccc(Nc2nc(Nc3cccc(OC)c3)ncc2C(F)(F)F)cc1
CHEMBL5094282,1067.11,,,IC50,'=',10.52,nM,7.98,CS(=O)(=O)CCN(Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)C(=O)CCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
CHEMBL5079998,919.38,9.22,3.0,IC50,'=',7.36,nM,8.13,CC(OC(=O)CCCC(=O)N(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1cc2c(o1)C(=O)c1ccccc1C2=O
CHEMBL5787865,598.75,5.13,2.0,IC50,'=',750.0,nM,6.12,C=CC(=O)Nc1cc(Nc2ncc(N(C)C(=O)C(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3805509,361.4,3.91,0.0,IC50,'=',31.4,nM,7.5,C#Cc1cccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)c1
CHEMBL5082394,544.13,4.85,1.0,IC50,'=',170.0,nM,6.77,CCC(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4863088,425.45,2.78,0.0,IC50,'=',33.8,nM,7.47,C#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1
CHEMBL5087815,664.19,5.49,3.0,IC50,'=',0.92,nM,9.04,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
CHEMBL5280288,471.56,5.29,1.0,IC50,'=',712.0,nM,6.15,COc1cc2c(Nc3ccc(Oc4ccccn4)cc3)ncnc2cc1OCC1CCN(C)CC1
CHEMBL5284179,484.6,6.2,1.0,IC50,'=',22.0,nM,7.66,COc1cc2c(Nc3ccc(Oc4ccccc4)c(C)c3)ncnc2cc1OCC1CCN(C)CC1
CHEMBL4642158,588.08,6.51,2.0,IC50,'=',116.0,nM,6.94,O=C(/C=C/CN1CCCCC1)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21
CHEMBL4635100,574.06,6.12,2.0,IC50,'=',121.0,nM,6.92,O=C(/C=C/CN1CCCC1)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21
CHEMBL4643903,588.08,6.51,2.0,IC50,'=',578.0,nM,6.24,O=C(/C=C/CN1CCCC1)N1CCCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21
CHEMBL5979639,443.51,3.52,0.0,IC50,'=',550.0,nM,6.26,COc1ccncc1C(=O)NCc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1
CHEMBL6004439,458.52,3.37,0.0,IC50,'=',550.0,nM,6.26,COc1ccccc1C(=O)NCc1ccc(-c2nn(C3CCOCC3)c3ncnc(N)c23)cc1
CHEMBL5816376,510.01,5.79,2.0,IC50,'=',1.0,nM,9.0,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC1CC2(CCN(C)CC2)C1
CHEMBL5814374,524.04,6.18,2.0,IC50,'=',0.56,nM,9.25,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCC1CC2(CCN(C)CC2)C1
CHEMBL2048789,435.87,3.86,0.0,IC50,'=',7.8,nM,8.11,O=C1NCc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc21
CHEMBL5284115,864.39,5.66,3.0,IC50,'=',5.8,nM,8.24,COc1cc(N2CCC(N3CCN(CCC#Cc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
CHEMBL6064874,485.95,4.39,0.0,IC50,'=',21.5,nM,7.67,COC[C@@H]1CCN1C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL5890119,530.0,4.41,1.0,IC50,'=',1.4,nM,8.85,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC[C@@H]1COC
CHEMBL6065282,494.64,2.76,0.0,IC50,'=',5500.0,nM,5.26,CCN1CCC(c2ccc(Nc3nc(N4CCC[C@@H](NC(=O)N(C)C)C4)cnc3C(N)=O)cc2)CC1
CHEMBL5834453,553.59,4.27,1.0,IC50,'=',4.1,nM,8.39,CCN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc(N)c6)cc5[C@@H]34)cc2C(F)(F)F)CC1
CHEMBL5821734,480.57,1.8,0.0,IC50,'=',5500.0,nM,5.26,CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C(=O)N4CCCC4)cc3)n2)C1
CHEMBL5909001,456.51,2.88,0.0,IC50,'=',550.0,nM,6.26,COc1ccccc1C(=O)NCc1ccc(-c2nn([C@@H]3C=C[C@@H](O)C3)c3ncnc(N)c23)cc1
CHEMBL5618455,600.7,4.81,1.0,IC50,'=',85.0,nM,7.07,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3ccc4cc(C(=O)NC)n(C(C)C)c4c3)n2)c(OC)cc1N1CCN(C)CC1
CHEMBL6016385,426.86,4.81,0.0,IC50,'=',55.0,nM,7.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3OC)ncc2Cl)c1
CHEMBL5872134,456.51,2.88,0.0,IC50,'=',550.0,nM,6.26,COc1ccccc1C(=O)NCc1ccc(-c2nn([C@H]3C=C[C@H](O)C3)c3ncnc(N)c23)cc1
CHEMBL6043247,540.62,4.47,1.0,IC50,'=',5500.0,nM,5.26,COc1ccccc1C(=O)NCc1ccc(-c2nn([C@H]3C=C[C@@H](OC(=O)C(C)(C)C)C3)c3ncnc(N)c23)cc1
CHEMBL6062282,425.85,3.93,0.0,IC50,'=',121.0,nM,6.92,C=CC(=O)N1CC(Nc2cncc(-c3cnc(Oc4cccc(Cl)c4F)nc3)c2)C1
CHEMBL5206697,335.72,3.59,0.0,IC50,'=',11.5,nM,7.94,COc1cc2ncnc(Nc3cc(Cl)c(F)cc3O)c2cc1O
CHEMBL5801606,595.12,6.05,2.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cc(F)c4nc(C)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5763383,628.68,6.42,2.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cc(F)c4nc(C)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5772311,573.67,6.01,2.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nc(C)n(C(C)C)c4c3)n2)c(OC)cc1N1CCC(OC)CC1
CHEMBL5749572,529.69,5.13,2.0,IC50,'=',25.0,nM,7.6,C=CCNc1cc(Nc2nccc(-c3cnc4nc(C)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5812371,542.69,5.26,2.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2nccc(-c3ccc4nc(C)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5872428,576.65,5.29,2.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3cc(F)c4nc(C)c(C(=C)C)n4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4463012,561.69,6.54,2.0,IC50,'=',131.0,nM,6.88,CCN(CC)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1
CHEMBL3956430,459.49,4.5,0.0,IC50,'=',9.1,nM,8.04,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2F)c1
CHEMBL6058935,622.66,6.27,2.0,IC50,'=',10.0,nM,8.0,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4c(C#N)nccc34)cc12
CHEMBL6022090,627.67,6.41,2.0,IC50,'=',2.0,nM,8.7,COc1nccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C(F)(F)F)c4c3)C3=CN(C4(C)CC4)NN3)cccc12
CHEMBL6044353,663.66,5.95,2.0,IC50,'=',3.0,nM,8.52,Cn1ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C(F)(F)F)c4c3)C3=CN(C4(C(F)F)CC4)NN3)cccc2c1=O
CHEMBL5742722,577.62,4.55,1.0,IC50,'=',13.0,nM,7.89,Cn1cccc([C@H](Nc2cc(C#N)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)(F)F)CC3)NN2)c1=O
CHEMBL3979610,239.25,3.51,0.0,IC50,'=',6.0,nM,8.22,Fc1ccc(Nc2nncc3ccccc23)cc1
CHEMBL5834058,553.69,5.79,2.0,IC50,'=',6.0,nM,8.22,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C(C)(C)C2CC2)NN1
CHEMBL5990988,589.7,4.4,2.0,IC50,'=',1.0,nM,9.0,Cn1ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C)COC4)NN3)cccc2c1=O
CHEMBL5945047,597.6,5.99,2.0,IC50,'=',2.0,nM,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C(F)(F)F)c2c1)C1=C(F)N(C2(C)CC2)NN1
CHEMBL5898177,609.69,5.41,2.0,IC50,'=',1.0,nM,9.0,Cn1ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)cccc2c1=O
CHEMBL5901867,537.65,5.15,2.0,IC50,'=',1.0,nM,9.0,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2CC23CC3)NN1
CHEMBL6060856,623.69,6.79,2.0,IC50,'=',3.0,nM,8.52,CC(C)(CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C5CC5)CC4)NN3)c3cccc4ncccc34)cc12)C(F)(F)F
CHEMBL5867436,539.71,5.46,2.0,IC50,'=',3.0,nM,8.52,Cc1ncsc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C3CC3)CC2)NN1
CHEMBL5933810,567.65,5.62,2.0,IC50,'=',5.0,nM,8.3,Cc1ncsc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1
CHEMBL5970641,637.11,7.19,2.0,IC50,'=',16.0,nM,7.8,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=C(F)N(C4(C(F)F)CC4)NN3)cccc12
CHEMBL6015337,587.05,5.33,2.0,IC50,'=',18.0,nM,7.75,Cn1cccc([C@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)(F)F)CC3)NN2)c1=O
CHEMBL5960312,625.07,7.32,2.0,IC50,'=',23.0,nM,7.64,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4ncc(F)cc34)cc12
CHEMBL6054496,696.95,6.94,2.0,IC50,'=',17.0,nM,7.77,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=C(I)N(C2(C(F)F)CC2)NN1
CHEMBL6027273,553.06,6.23,2.0,IC50,'=',3.0,nM,8.52,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=C(F)N(C2(C)CC2)NN1
